No,温泉名,施設名,施設ID,画像1,画像2,画像3,ジャンル,カテゴリー1,カテゴリー2,カテゴリー3,カテゴリー4,カテゴリー5,カテゴリー6,カテゴリー7,口コミ点数,口コミ件数,説明テキスト,住所,緯度,経度,営業期間,滞在時間（分）,優先表示フラグ,スポット番号,次の場所までの移動時間
148,四万温泉,陣平農園,F0140,,,,観光施設,ネット予約OK,王道,,,,,,4.0,35,"9月上旬～今年は11月末まで、りんご狩り入園料(園内食べ放題)：大人400円(中学生以上）、小人2８0円(4才～小学生)、3歳児以下無料です。 桃狩り、入園料園内食べ放題、大人1,200円～1,300円(中学生以上）、小人800円(4才～小学生)。3歳児以下無料です。
栗拾い、入園料無料、1㎏750円。
ブルーベリー狩り、入園料園内食べ放題、お土産小パック付き。大人800円(中学生以上）、小人500円(4才～小学生)。3歳児以下無料です。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-0425  群馬県吾妻郡中之条町西中之条1624-2,36.6008054,138.8363772,営業時間：午前10時～午後5時。,60,1,,
149,水上温泉,たくみの里いちごの家,F0141,,,,観光施設,ネット予約OK,王道,子連れ,カップル,友達,,,4.6,399,関東・群馬県のたくみの里・いちごの家の苺の贈答品やイチゴ狩りやいちごデザートカフェ体験の案内。谷川岳から流れてくる雪どけの美味しいお水でイチゴを大切に育てています。いちごの家の「雪どけ苺」是非ご賞味下さい。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-1417  群馬県利根郡みなかみ町東峰396,36.6943993,138.9089278,"営業時間：12月～6月　10:00～16:00
その他：冷凍いちごがなくなり次第終了となります。
休園日：毎週火曜日",60,0,,
150,,生ゆば処 町田屋,F0142,,,,観光施設,ネット予約OK,王道,一人旅,,,,,4.5,219,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒378-0126  群馬県沼田市白沢町上古語父176-1,36.664296,139.117968,取得失敗,120,1,,
151,水上温泉,フォレスト＆ウォーター みなかみベース,F0143,,,,観光施設,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.8,900,"フォレスト＆ウォーターはラフティング協会に加盟しており、ガイドは資格保有者。
ラフティングツアーには経験の多いシニア資格者が必ず同行します。
老舗のツアー会社になり、安全で楽しいツアーでお客様の達成感や一体感を実現するために日々トレーニングに励んでいます。
気さくで優しいスタッフがお出迎えします。ご質問や気になることはお気軽にお伝え下さい。

グリーンシーズンは「利根川ラフティング」沢での「キャニオニング」湖での「カヌー」ツアーを開催しています。
冬は雪を楽しむ「スノーシュー」四季を通じてさまざまなアウトドアをご提供いたします。 谷川岳のふもとの湯桧曽にある自然豊かなベースです。ガイドが遊び方を教えながら皆様をご案内します。さあ、自然と一緒に遊ぼう！ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-1728  群馬県利根郡みなかみ町湯檜曽191-12,36.8121802,138.9862675,"受付時間：8:00～20:00
定休日：不定休",200,1,,
152,水上温泉,たくみの里農産物加工の家,F0144,,,,観光施設,ネット予約OK,王道,,,,,,3.7,15,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-1418  群馬県利根郡みなかみ町須川834,36.6958233,138.907624,取得失敗,90,0,,
153,,ロックハート城,F0145,,,,観光施設,ネット予約OK,王道,,,,,,3.8,371,吾妻郡高山村と沼田市境にある中山峠の国道145号線沿いにある。10万平方mの敷地に中世スコットランドの本物の古城のロックハート城を移築・復元。敷地内には石造りの教会やギャラリー・ショップ・レストランもあり、石の資料館には隕石や恐竜の化石、珍しい世界各地の鉱物なども展示されている。また、世界のサンタクロースを集めたサンタミュージアムや新たにオープンしたウェディングドレスコレクションも見どころ。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0702  群馬県吾妻郡高山村中山5583-1,36.6310702,138.9883583,公開：9:00～17:00,60,1,,
154,水上温泉,水上アウトドアセンター,F0146,,,,観光施設,ネット予約OK,王道,友達,,,,,4.3,60,みなかみアウトドアセンターはラフティングやキャニオニング、SUP、カヌーなどアクティビティーにご参加いただけるカンパニーです！さらに今流行りのグランピングやキャンプサイト、サウナなどを取り入れたパッケージプランもございますので是非ご利用くださいませ！ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-1721  群馬県利根郡みなかみ町藤原3822-13,36.8367054,139.0814473,営業時間：日中時間　am7:00～pm19:00,200,1,,
155,四万温泉,くれさかの森陶芸工房,F0147,,,,観光施設,ネット予約OK,王道,友達,,,,,3.9,87,"くれさかの森は標高1,000ｍ、美しい山々や深い森の息吹を感じながら、土という無形物に自らの手で命を吹き込む陶芸の世界を、初めてでも、優しく丁寧な指導により、気軽に体験できます。

初作品でも、小さいお子様でも、個性のある使える物ができるよう指導いたします。

家族旅行、社員旅行、の思い出に５４名様まで可能な施設です。

精神的な充実感、土を触る心地よさ、そしてこの世に一つしかない物を作る喜びに、 きっと満足　されることでしょう。

＊（コロナ期は、お届けが大変遅くなってしまいご迷惑をお掛けしましたが、現在は焼き上がりの作品を１月から３ヶ月以内にお届けしております。） 陶芸体験教室、会員制陶芸クラブ、陶芸研修、陶芸作品制作、展示販売 【大学並みの設備】
登り窯、穴窯、ガス窯、灯油窯、電気窯５機、真空ドレン機３機、セラローラー、ポットミル２機などを完備 【大自然の中での作陶】
白根山などの美しい山々や深い森の息吹を感じながら作陶できます。

【優しく丁寧、しかも本格的な指導】
全く初めてでもオリジナルの使えるものができます。

【充実の電動ロクロ体験】
ゆったりしたスペースのロクロ場で、お好みのコースが選べます。

【選べる陶土と釉薬】
釉薬はオリジナル調合、手びねり板づくりは各自白土、赤土のお好きな方を選べます。（団体は除く）

【オリジナル模様が付けられる】
引っ掻いたり押し付けたり、線で絵や字も書けます。

【模様に彩色も】
色の薄い釉薬の場合、青、緑、茶、ピンクで模様に色が付けられます。 【交通案内】
関越自動車道・渋川伊香保ＩＣより車/約１時間
特急草津号・上野ー長野原草津口駅/２時間３０分
長野原草津口駅より車/約２０分
草津町より車/約２０分
四万温泉より車/約４０分
北軽井沢より車/約４０分　中軽井沢より車/約１時間 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-1311  群馬県吾妻郡中之条町赤岩1369-42,36.59638,138.653922,営業時間：１０：００～１７：３０　　4月～12月（木曜定休）　1月～3月（不定休） 予約制（当日予約でも可）,150,0,,
156,,からっ風焼 陶仙房,F0148,,,,観光施設,ネット予約OK,王道,子連れ,カップル,シニア,,,4.6,45,"関越自動車から、わずか１０分。赤城山麓を一望できる体験施設です。陶芸体験・ピザ窯焼体
験・手摘みハーブティ体験・パワースポット体験が楽しめる群馬の観光体験スポットです。伊香保温泉・草津温泉・万座温泉・四万温泉・水上温泉にお出掛け、お帰りにお立ち寄りください。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒370-3606  群馬県北群馬郡吉岡町上野田152－1,36.456016,139.0032688,"営業時間：10:00～16:00（体験開始希望時間を【その他質問事項】でお知らせください）
休業日：予約カレンダーで、ご確認ください
その他：最少予約人数は2名以上からの参加となります",150,1,,
157,水上温泉,月夜野焼 祐太郎窯,F0150,,,,観光施設,ネット予約OK,王道,子連れ,シニア,,,,4.4,44,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-1303  群馬県利根郡みなかみ町上牧2331,36.7396298,138.9846301,取得失敗,60,0,,
158,水上温泉,カッパCLUB,F0152,,,,観光施設,ネット予約OK,王道,子連れ,友達,シニア,,,4.7,76,"「カッパＣＬＵＢ」ならではの楽しい体験が沢山！ラフティングはもちろん、オリジナルの「ハイドロスピード」や「キャニオニング」など中身てんこ盛り！特に水量の多い春、水遊びがおもいっきり楽しめる夏、紅葉を眺めながらのラフティングは一押し！冬は、雪山で遊び尽くせる「スノーシュー」・「エアーボード」が楽しめる！！冬のみなかみ、白銀世界の景色はイチオシ♪経験豊かなガイド達がナビゲート。 グリーンシーズンはみなかみで遊び体験！
「ラフティング」春は雪解け水で増水した激しいラフティングが楽しめ、距離も伸びるので春限定の1日コースも開催!
夏は、穏やかで透き通った川にダイブしたり、崖からジャンプしたり泳いだり
水遊びが満載!! 7/1～は「ラフティング」「キャニオニング」、小学1年生から参加できますのでご家族で楽しめます。 「キャニオニング」天然のウォータースライダーや滝壺ジャンプなど、
まさに大自然の作り出したテーマパークで水とたわむれます！
マイナスイオンたっぷりの森を歩き、滝の下をくぐり抜け、一枚岩でできた巨大な「ハナゲの滝」を目指します。 「ハイドロスピード」足にフィンを着け、1人乗りのゴムボードに乗り込み川の流れに
身をゆだねます。自分でコントロールする楽しさが味わえるうえに、特別仕様のウエット
スーツで川に入るので身体でダイレクトに川との一体感を感じることができます。
目線が水面ギリギリだから、迫力倍増!! 近年、大人気のアクティビティ☆ ウィンターシーズンのみなかみで遊び体験！
「スノーシュー」雪遊び体験と雪景色の美しさをギュット凝縮し、半日で手軽に楽しめるコースです。小学生から参加いただけますので、ご家族連れ、初めてのスノーシュー、体力に自身のない方に、オススメ！！　遊びの要素もたっぷりですので、短い時間ながらも満足度の高いツアーです！！

「エアボード」半日でも、しっかりテクニックを講習しますので、ファーストステップにはおススメです。 また、空いた時間は自分たちでスキーやスノーボードを楽しんだり、温泉にのんりび入ったりといったスケジュールを組むこともできます。 お一人様でもご参加できます！
当店「カッパCLUB」では、お一人様でのご参加もできます♪そこで出会う仲間たちと力を合わせて進めば、きっとステキな思い出になりますよ☆もちろん、団体のお客様も大歓迎です！ カッパクラブ自慢の施設
2008年に大改築をしてより快適にアウトドアを楽しんでいただけるようになりました。
テラスには大きな屋根が付き、雨が降っても快適に過ごせます。
トイレも９個あるので混雑時も待たずに快適です。
更衣室も広々とお使いいただけるスペースがあり、コインロッカーもあるので荷物の管理も安心です。
ツアー後には無料で温水シャワーが使えるので快適です。

お車利用で、首都圏からアクセス良好♪
関越自動車道　水上インターよりお車3分！！
電車利用でも、新幹線上毛高原駅・上越線水上駅・みなかみ町内送迎無料！(要：事前予約)
日帰りでも温泉宿に泊まっても、みなかみで気軽にアウトドアスポーツが体験できます。

ラフティングと他のアクティビティを組み合せたセットプランが、とてもリーズナブルでおすすめです！自然を遊びつくせる1日をお過ごしください☆ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-1614  群馬県利根郡みなかみ町寺間18,36.7466266,138.9727194,"営業：8:00-20:00 アクティビティにより集合時間有※要問合せ
定休日：年中無休",150,1,,
159,四万温泉,工房無限大,F0153,,,,観光施設,ネット予約OK,友達,王道,,,,,4.0,25,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0601  群馬県吾妻郡中之条町四万4237－42,36.684028,138.7761791,取得失敗,60,0,,
160,,水沼駅温泉センター,F0154,,,,観光施設,王道,,,,,,,3.9,44,渡良瀬川沿に走るわたらせ渓谷鉄道の水沼駅構内にある温泉。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒376-0141  群馬県桐生市黒保根町水沼120-1,36.4997193,139.2774619,"休館日：不定期
開館：10:30～18:00 温泉入浴時間（冬期間4月～11月は19：00）
開館：11:00～22:00 ご宴会",150,1,,
161,,ジャグスポーツ,F0155,,,,観光施設,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.8,140,"四季折々のアウトドアツアーを開催しています！

＜ジャグスポーツからのメッセージ＞
はじめまして、オーナーガイドの狩野淳です。
今から20年以上前のことですが、当時、僕は大学の探検部に所属し、将来はアウトドアガイド会社を立ち上げようと考えていました。大学時代は、日本中の山、沢、川、雪、洞窟を歩き回り、各地でテントを張り合宿を重ね、卒業後はアウトドアガイド会社に就職し、山や川のプロとして腕を磨きました。独立を決めベースをどこにするか考えたとき、日本各地を旅した経験から、群馬県みなかみ町に決めました。この町の魅力は、なんといっても自然です。この町のアウトドアの可能性は、他にはないでしょう。というのも温泉があり、一年を通して四季に合わせた質の高いアクティビティができる。しかも東京からのアクセスも非常に便利です。今でも、みなかみ町を選んでよかったと思っています。
みなかみ町は、大自然を満喫しアウトドアライフを楽しむには最高の場所です。
この機会にぜひみなかみの大自然に触れ、温泉につかり、心身ともにリフレッシュしてみてはいかがでしょうか！ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-1725  群馬県利根郡みなかみ町綱子145－1,36.8028235,139.0017698,営業時間：電話受付時間　7:00～23:00　（シーズン中、無休）,60,1,,
162,,菅沼キャンプ村,F0156,,,,観光施設,ネット予約OK,王道,,,,,,4.7,7,入り組んだ岸辺に沿った深い森の中に、かなりの間隔を置いてバンガロー44棟が建てられている。夏でもひんやりとした空気の中で、野鳥の鳴き声を聞きながらキャンプが楽しめる。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒378-0414  群馬県利根郡片品村東小川4655-17,36.8229565,139.3790806,取得失敗,60,1,,
163,,草津温泉らくご,F0157,,,,観光施設,ネット予約OK,王道,,,,,,4.1,50,「湯もみショー」で有名な草津温泉は湯畑の近くにある「熱の湯」にて2009年12月12日（土）午後8時から温泉落語が開演いたしました。しかも毎日行いますので、食後にぷらっと落語を楽しみ、そのあとのんびり草津温泉満喫なんてこともできちゃいます。草津の夜は、落語と草津温泉で、心も身体もゆったりとしてみませんか。出演者の湯上り落ち付け隊とは・・・温泉につかり、ゆったりと落ち着いていただいて、「落ち」がつきものの落語を楽しんでいただきたい。また、落語の登場人物のオカミサンがオッチョコチョイの亭主をたしなめる名セリフで「あんただって、落ち着きゃぁ一人前なんだから」なんてのがありますんで、そこから、まだまだ修業中の我々も落ち着いて、一人前の芸が出来る様にとの願いを込めて名付けました。どうぞ、立派な芸人になれます様に、温泉地だけに、温かく見守ってやってください。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1711  群馬県吾妻郡草津町白根750,36.6227418,138.5962956,営業時間：20：00～20：45 （開場19：30）,50,1,,
164,,奥四万湖,F0158,,,,観光施設,王道,,,,,,,4.3,404,"平成11年７月に完成。周辺にはダム資料館とカフェがある。「四万ブルー」と呼ばれる湖で、時期や天候によって湖の色が変わる。
【規模】面積：32 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-0601  群馬県吾妻郡中之条町四万,36.70136,138.78417,取得失敗,30,1,,
165,,榛名山（榛名富士）,F0159,,,,観光施設,王道,,,,,,,4.1,390,"上毛三山の一つ。榛名湖の外輪山を榛名山という、中でも榛名富士は四季折々表情を変え行楽地として人気がある。
【規模】標高：1449 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒370-3348  群馬県高崎市榛名湖町,36.4769619,138.8783551,取得失敗,30,1,,
166,,チャツボミゴケ公園,F0160,,,,観光施設,王道,,,,,,,4.2,147,チャツボミゴケは硫黄泉など酸性泉に限り成育する特殊なコケ。日本では草津、阿蘇山等限られた火山帯にだけある。芳ヶ平までの遊歩道はトレッキングに最適。またキャンプも可能。 鉱泉の飛沫を浴びて育つ不思議なコケ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1701  群馬県吾妻郡中之条町入山字西山13-3,36.6528362,138.5971234,"開園：平成29年度：4月28日～10月31日
受付時間：9:00～15:30（季節・天候によって変更となる場合あり）
休園：冬季",30,1,,
167,,赤城山,F0161,,,,観光施設,王道,,,,,,,4.2,231,上毛三山の一つでコニ-デ型の複式二重火山。頂に沼があり白樺の美林におおわれ，観光自動車道が通る。紅葉は10月初旬から10月末くらいまで ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒371-0000  群馬県前橋市富士見町,36.5389572,139.1664295,取得失敗,30,1,,
168,,高原キャベツ畑,F0162,,,,観光施設,王道,,,,,,,4.2,236,全国一の夏秋キャベツの産地で、高冷地野菜として品種がとくにすぐれ、生鮮野菜のメッカとしてきわめて重要な位置を占める。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1614  群馬県吾妻郡嬬恋村大字田代,36.5054917,138.4589737,取得失敗,30,1,,
169,,野反湖,F0163,,,,観光施設,王道,,,,,,,4.2,129,"弁天山，八間山などに囲まれた静かな湖。周囲の草原はノゾリキスゲ，レンゲツツジなどの群落や高山植物がみられ、キャンプ場もある。
【規模】面積：180 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-1701  群馬県吾妻郡中之条町大字入山,36.7075706,138.6464068,取得失敗,30,1,,
170,,榛名湖畔,F0164,,,,観光施設,王道,,,,,,,4.1,324,水質の改善とホタル保護育成の努力の結果、近年ホタルが飛び交うようになった榛名湖畔。特に湖南側の観光案内所付近が見所だ。闇夜に舞うホタルの華麗な光は、見る人の心を癒してくれる。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒370-3348  群馬県高崎市榛名湖町観光案内所付近,36.4763945,138.8674138,取得失敗,30,1,,
171,,大沼,F0165,,,,観光施設,王道,,,,,,,4.0,124,"周囲４．２キロ、ボート、ワカサギ釣りなど楽しめる。
【規模】面積：88 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒371-0101  群馬県前橋市富士見町赤城山,41.9987492,140.6903742,取得失敗,30,1,,
172,,妙義山,F0166,,,,観光施設,王道,,,,,,,4.3,158,"標高1104mの山。急勾配の斜面と尖った姿が特徴的。日本三奇勝の一つ。「石門」「大砲岩」「ローソク岩」などたくさんの奇岩がいたる所に見られる。南画を思わせる奇怪な山容。クサリ場、ガレ場、ヤセ尾根があり面白い登山ができる。石門巡りコースは、「中之嶽神社」が発着点となっている。妙義山東面中腹には、創建約1500年の歴史を持つ「妙義神社」が建立されている。
【規模】標高：1104 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒370-2300  群馬県富岡市妙義町／下仁田町／安中市,36.2986013,138.7488767,取得失敗,30,1,,
173,,国指定名勝「吾妻峡」,F0167,,,,観光施設,王道,,,,,,,3.9,118,"吾妻川に架かるふれあい大橋から新蓬莱までの約2.5kmにわたる渓谷。大昔に火山が噴きだした溶岩を川水が深く浸食してできた。懸崖や奇石、滝など変化に富んだ美しい眺めが続く。特にミツバツツジが咲く４月中旬、新緑におおわれた５月、紅葉の美しい10月下旬から11月上旬にかけてが美しい。
【規模】延長4km ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-0800  群馬県吾妻郡東吾妻町,36.5623182,138.7212628,取得失敗,30,1,,
174,,四万川,F0168,,,,観光施設,王道,,,,,,,4.2,154,"四万温泉から上流の渓谷美は吾妻八景の一つ。
【規模】延長16.6km ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-0601  群馬県吾妻郡中之条町四万,36.646119,138.7984018,取得失敗,30,1,,
175,,嫗仙の滝,F0169,,,,観光施設,王道,,,,,,,4.1,66,"草津町の南東にある落差２５ｍの滝で、繊細な流れが美しく、その名の通り女性的な雰囲気を醸し出しています。　また、滝の脇には、森の巨人たち100選に名を連ねる、樹高35m・幹周6.7mのカツラの巨木が迎えてくれます。
【規模】落差35ｍ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-1701  群馬県吾妻郡草津町大字草津,36.6072794,138.6180763,取得失敗,30,1,,
176,草津温泉,浅間山,F0170,,,,観光施設,王道,,,,,,,4.3,161,前掛山と黒斑山の二つの外輪山をもつ三重式活火山。長い裾野は浅間高原。峰の茶屋から２時間４０分。火口周辺の４ｋｍ以内は入山禁止となっている。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1512  群馬県吾妻郡嬬恋村大字鎌原,36.4076356,138.5206855,取得失敗,30,1,,
177,万座温泉,浅間山,F0170,,,,観光施設,王道,,,,,,,4.3,161,前掛山と黒斑山の二つの外輪山をもつ三重式活火山。長い裾野は浅間高原。峰の茶屋から２時間４０分。火口周辺の４ｋｍ以内は入山禁止となっている。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-1512  群馬県吾妻郡嬬恋村大字鎌原,36.4076356,138.5206855,取得失敗,30,1,,
178,,白根山,F0171,,,,観光施設,王道,,,,,,,4.0,387,"本白根山の寄生火山で頂に湯釜，涸釜，水釜の爆裂火口がある。中でも湯釜はエメラルドグリーンで神秘的美しさがあり，山麓まで自動車道が通る。
【規模】標高：2160 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒377-1701  群馬県吾妻郡草津町大字草津,36.7986668,139.3759115,取得失敗,30,1,,
179,,赤谷湖,F0172,,,,観光施設,王道,,,,,,,3.6,104,"潅漑・発電用の人造湖、湖畔はひらけ舟遊び、魚釣りができる。一般の方が立ち寄れる情報館が有り流木も無料で配布しています。
【規模】面積：98 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-1404  群馬県利根郡みなかみ町相俣,36.7217073,138.8913246,取得失敗,30,1,,
180,,尾瀬沼,F0173,,,,観光施設,王道,,,,,,,4.2,53,"燧ヶ岳の麓にあり湖畔は山小屋やキャンプ場などがあって尾瀬の中心になっている。岸辺に湿性植物が多い。
【規模】面積：170 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒378-0400  群馬県利根郡片品村,36.9225376,139.3022019,取得失敗,30,1,,
181,,天神平,F0175,,,,観光施設,王道,,,,,,,4.1,95,春は残雪の山々や雪解けから顔を出す高山植物達を鑑賞したり、夏には登山や高い標高へ避暑を求めるのも◎。秋は燃え咲く紅葉に感動し、冬には白銀の山々の鑑賞やスキー・スノーボードも楽しめます。 天神尾根の途中に開けた台地。谷川岳の眺めがよい。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-1728  群馬県利根郡みなかみ町湯桧曽,36.8179474,138.9482331,取得失敗,30,1,,
182,四万温泉,四万湖,F0176,,,,観光施設,王道,,,,,,,4.0,67,中之条ダムがせき止めたその湖面は、見る人の心を引き込むような青色で四季折々の景色を楽しむことができます。中之条駅方面より国道353号線を北上し、最初に訪れる【四万ブルー】観光名所となります。 ダム巡りでお越しの際は、最新のダムカード配布情報などを事前に確認されることをおすすめします。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0601  群馬県吾妻郡中之条町四万,36.6261497,138.7937003,取得失敗,60,1,,
183,,諏訪峡,F0177,,,,観光施設,王道,,,,,,,4.1,89,"水上温泉から近く、みなかみを代表する渓谷。遊歩道もある。現在は見晴から銚子橋まで通行止めになっている。
【規模】延長3.5km ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-1612  群馬県利根郡みなかみ町小日向他,36.7599965,138.9729343,取得失敗,30,1,,
184,,丸沼,F0178,,,,観光施設,王道,,,,,,,4.3,57,"周囲２．２キロ，奥日光の山々に囲まれた静かな沼。ニジマス，コイ，ワカサギが釣れ，ボート遊びもできる。
【規模】面積：45 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒378-0414  群馬県利根郡片品村東小川,36.8261913,139.3437425,取得失敗,30,1,,
185,,吹割渓谷,F0179,,,,観光施設,王道,,,,,,,4.3,46,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒378-0303  群馬県沼田市利根町追貝,36.7021954,139.2073727,取得失敗,30,1,,
186,水上温泉,一ノ倉沢,F0180,,,,観光施設,王道,,,,,,,4.5,81,谷川岳連峰のひとつ、一ノ倉岳にある日本三大岩場で、谷川岳ロープウェーの土合口の奥に位置する。紅葉する10月頃は、新緑の頃とは全く違う景観が。 みなかみ町では、谷川岳マチガ沢出合と一ノ倉沢出合付近の「歩行者や車輌同士の事故」を未然に防ぐため、通年の車輌通行規制を行います。 これにより、歩行者や車輌の安全確保だけでなく、排ガスによる自然環境の破壊防止や、何よりも谷川岳の魅力を皆様により一層知っていただけるようつとめます。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒379-1692  群馬県利根郡みなかみ町一ノ倉沢出合,36.8470892,138.9428962,"営業：谷川岳登山指導センター下より冬期閉鎖
休業：12月～翌5月（降雪により変更あり）",30,0,,
187,,榛名高原,F0181,,,,観光施設,王道,,,,,,,4.2,40,"５月上旬ヤマザクラ、オオヤマザクラ、５月下旬からヤマツツジ、６月中旬レンゲツツジ、７月中旬からユウスゲなど色々な花が楽しめる。
【規模】標高：1100 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒370-3348  群馬県高崎市榛名湖町,36.4714871,138.877171,取得失敗,30,1,,
188,,武尊山,F0182,,,,観光施設,王道,,,,,,,4.2,27,"日本百名山の一つで、山頂に日本武尊をまつる名山。雄大な裾をひく独立峰で，スキ-場，キャンプ場などがある。武尊牧場から３時間。６月?７月はシャクナゲとレンゲツツジがみごろ。
【規模】標高：2158 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒378-0400  群馬県利根郡片品村／水上町／川場村,36.8053471,139.132674,取得失敗,30,1,,
189,,至仏山,F0183,,,,観光施設,王道,,,,,,,4.4,49,"高山植物が豊富で珍種もみられる。頂上からの尾瀬ケ原展望はみごと。鳩待峠から約３時間。
【規模】標高：2228 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒378-0400  群馬県利根郡片品村／水上町,36.903252,139.1733402,取得失敗,30,1,,
190,水上温泉,平標山,F0184,,,,観光施設,王道,,,,,,,4.0,17,"谷川連峰西端。頂は草原状で平標の池がある。
【規模】標高：1983 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒379-1404  群馬県利根郡みなかみ町相俣,36.8178399,138.8219122,取得失敗,30,0,,
191,四万温泉,四万の甌穴群,F0185,,,,観光施設,王道,,,,,,,3.9,358,川底の石が流されずに同じ場所で揺れ動き、その摩擦でくりぬかれた穴を甌穴という。何万年もの歳月をかけくりぬかれた穴は秋鹿橋から下流にかけ大小８つあり、巨大なものは幅３ｍ、深さ３・２ｍにもなる。大きな岩にみごとに穴があいている姿は、自然の不思議な力を感じさせてくれる。一見の価値ある景観だ。 大自然が創りあげた世にも不思議な景観美 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒377-0601  群馬県吾妻郡中之条町大字四万,36.66514,138.79343,取得失敗,30,0,,
