from_id,from施設名,to_id,to施設名,distance_km,driving_minutes
F0176,四万湖,F0116,伊香保おもちゃと人形・自動車博物館,23.91,45
F0176,四万湖,F0117,大滝乃湯,17.15,55
F0176,四万湖,F0119,軽井沢おもちゃ王国,28.09,65
F0176,四万湖,F0125,草津白根山,23.1,100
F0176,四万湖,F0129,四万川ダム,7.91,30
F0176,四万湖,F0130,水澤観音,21.2,45
F0176,四万湖,F0131,果実の里 原田農園,25.61,50
F0176,四万湖,F0132,マックスアウトドアツアーズ水上,25.08,60
F0176,四万湖,F0133,たくみの里 四季の家,12.17,45
F0176,四万湖,F0134,月夜野まるかチェリー園,18.47,45
F0176,四万湖,F0139,陶芸 榛名の麓,23.82,45
F0176,四万湖,F0140,陣平農園,4.74,15
F0176,四万湖,F0141,たくみの里いちごの家,12.78,40
F0176,四万湖,F0142,生ゆば処 町田屋,29.24,55
F0176,四万湖,F0143,フォレスト＆ウォーター みなかみベース,26.88,65
F0176,四万湖,F0144,たくみの里農産物加工の家,12.78,45
F0176,四万湖,F0145,ロックハート城,17.38,35
F0176,四万湖,F0147,くれさかの森陶芸工房,12.91,40
F0176,四万湖,F0148,からっ風焼 陶仙房,26.62,50
F0176,四万湖,F0150,月夜野焼 祐太郎窯,21.19,50
F0176,四万湖,F0152,カッパCLUB,20.84,55
F0176,四万湖,F0153,工房無限大,6.62,15
F0176,四万湖,F0155,ジャグスポーツ,27.02,65
F0176,四万湖,F0157,草津温泉らくご,17.62,55
F0176,四万湖,F0158,奥四万湖,8.41,25
F0176,四万湖,F0159,榛名山（榛名富士）,18.23,40
F0176,四万湖,F0160,チャツボミゴケ公園,17.79,70
F0176,四万湖,F0163,野反湖,15.95,75
F0176,四万湖,F0164,榛名湖畔,17.91,40
F0176,四万湖,F0167,国指定名勝「吾妻峡」,9.6,30
F0176,四万湖,F0168,四万川,2.26,5
F0176,四万湖,F0169,嫗仙の滝,15.81,70
F0176,四万湖,F0172,赤谷湖,13.74,50
F0176,四万湖,F0175,天神平,25.39,85
F0176,四万湖,F0177,諏訪峡,21.84,55
F0176,四万湖,F0180,一ノ倉沢,27.93,80
F0176,四万湖,F0181,榛名高原,18.74,45
F0176,四万湖,F0184,平標山,21.46,90
F0176,四万湖,F0185,四万の甌穴群,4.34,10
F0176,四万湖,F0186,弓池,23.35,95
F0176,四万湖,F0187,本家ちちや,17.54,55
F0176,四万湖,F0189,水沢うどん 大澤屋（第二店舗）,21.35,45
F0176,四万湖,F0190,松むら饅頭,17.71,60
F0176,四万湖,F0191,伊香保グリーン牧場,19.58,40
F0176,四万湖,F0192,元祖 田丸屋,21.29,45
F0176,四万湖,F0194,永井食堂,22.79,45
F0176,四万湖,F0196,小荒井製菓,21.89,55
F0176,四万湖,F0197,清芳亭,18.4,40
F0176,四万湖,F0201,焼まんじゅう島村,6.61,15
F0176,四万湖,F0202,浅間酒造観光センター,16.11,40
F0176,四万湖,F0205,フリアンのみそパン,24.28,50
F0176,四万湖,F0216,道の駅 草津運動茶屋公園,18.2,55
F0176,四万湖,F0217,御座之湯,17.65,55
F0176,四万湖,F0220,草津温泉プリン,17.67,60
F0176,四万湖,F0221,ティールーム ゆきうさぎ,17.52,55
F0176,四万湖,F0222,お食事処・暖,17.57,55
F0176,四万湖,F0224,角弥そば,26.23,65
F0176,四万湖,F0225,大とろ牛乳,21.25,50
F0176,四万湖,F0226,パノラマアドヴェンチャーズ,21.6,55
F0176,四万湖,F0227,まんてん星の湯,14.3,50
F0176,四万湖,F0229,まんてん星の湯 里山体験,14.3,50
F0176,四万湖,F0230,フィールドアースみなかみ,22.26,55
F0176,四万湖,F0231,TOP水上カンパニー,26.97,65
F0176,四万湖,F0232,土合駅階段,27.56,70
F0176,四万湖,F0233,道の駅 みなかみ水紀行館,21.91,55
F0176,四万湖,F0234,遊神館,9.16,40
F0176,四万湖,F0235,みなかみフルーツランドモギトーレ,14.48,50
F0176,四万湖,F0309,伊香保ロープウェイ,18.22,40
F0176,四万湖,F0315,草津湯畑（夜）,17.58,55
F0177,諏訪峡,F0113,吹割の滝,21.85,40
F0177,諏訪峡,F0126,尾瀬ケ原,29.99,
F0177,諏訪峡,F0129,四万川ダム,18.45,80
F0177,諏訪峡,F0131,果実の里 原田農園,14.49,20
F0177,諏訪峡,F0132,マックスアウトドアツアーズ水上,3.72,10
F0177,諏訪峡,F0133,たくみの里 四季の家,9.7,30
F0177,諏訪峡,F0134,月夜野まるかチェリー園,9.53,15
F0177,諏訪峡,F0138,かぬ～っこ みなかみカヌー.com,15.73,35
F0177,諏訪峡,F0140,陣平農園,21.49,45
F0177,諏訪峡,F0141,たくみの里いちごの家,9.26,25
F0177,諏訪峡,F0142,生ゆば処 町田屋,16.74,25
F0177,諏訪峡,F0143,フォレスト＆ウォーター みなかみベース,5.92,15
F0177,諏訪峡,F0144,たくみの里農産物加工の家,9.21,30
F0177,諏訪峡,F0145,ロックハート城,14.4,30
F0177,諏訪峡,F0146,水上アウトドアセンター,12.89,30
F0177,諏訪峡,F0150,月夜野焼 祐太郎窯,2.49,5
F0177,諏訪峡,F0152,カッパCLUB,1.49,5
F0177,諏訪峡,F0153,工房無限大,19.46,65
F0177,諏訪峡,F0155,ジャグスポーツ,5.41,15
F0177,諏訪峡,F0158,奥四万湖,18.04,75
F0177,諏訪峡,F0163,野反湖,29.68,120
F0177,諏訪峡,F0168,四万川,20.06,55
F0177,諏訪峡,F0172,赤谷湖,8.43,30
F0177,諏訪峡,F0175,天神平,6.81,30
F0177,諏訪峡,F0176,四万湖,21.84,55
F0177,諏訪峡,F0179,吹割渓谷,21.86,40
F0177,諏訪峡,F0180,一ノ倉沢,10.05,25
F0177,諏訪峡,F0182,武尊山,15.09,60
F0177,諏訪峡,F0183,至仏山,23.91,85
F0177,諏訪峡,F0184,平標山,14.91,65
F0177,諏訪峡,F0185,四万の甌穴群,19.16,60
F0177,諏訪峡,F0191,伊香保グリーン牧場,29.18,45
F0177,諏訪峡,F0194,永井食堂,22.42,35
F0177,諏訪峡,F0196,小荒井製菓,0.73,5
F0177,諏訪峡,F0197,清芳亭,29.24,50
F0177,諏訪峡,F0201,焼まんじゅう島村,19.48,65
F0177,諏訪峡,F0205,フリアンのみそパン,14.17,20
F0177,諏訪峡,F0224,角弥そば,4.83,10
F0177,諏訪峡,F0225,大とろ牛乳,0.73,5
F0177,諏訪峡,F0226,パノラマアドヴェンチャーズ,0.84,5
F0177,諏訪峡,F0227,まんてん星の湯,8.14,30
F0177,諏訪峡,F0229,まんてん星の湯 里山体験,8.14,30
F0177,諏訪峡,F0230,フィールドアースみなかみ,0.86,5
F0177,諏訪峡,F0231,TOP水上カンパニー,5.35,15
F0177,諏訪峡,F0232,土合駅階段,7.95,20
F0177,諏訪峡,F0233,道の駅 みなかみ水紀行館,0.68,5
F0177,諏訪峡,F0234,遊神館,12.72,35
F0177,諏訪峡,F0235,みなかみフルーツランドモギトーレ,8.82,25
F0177,諏訪峡,F0309,伊香保ロープウェイ,29.62,50
F0178,丸沼,F0113,吹割の滝,18.38,40
F0178,丸沼,F0126,尾瀬ケ原,15.68,
F0178,丸沼,F0138,かぬ～っこ みなかみカヌー.com,24.5,110
F0178,丸沼,F0142,生ゆば処 町田屋,27,55
F0178,丸沼,F0146,水上アウトドアセンター,23.37,105
F0178,丸沼,F0156,菅沼キャンプ村,3.17,15
F0178,丸沼,F0171,白根山,4.19,15
F0178,丸沼,F0173,尾瀬沼,11.33,60
F0178,丸沼,F0179,吹割渓谷,18.38,40
F0178,丸沼,F0182,武尊山,18.93,130
F0178,丸沼,F0183,至仏山,17.41,55
F0179,吹割渓谷,F0113,吹割の滝,0.01,0
F0179,吹割渓谷,F0126,尾瀬ケ原,25.87,
F0179,吹割渓谷,F0131,果実の里 原田農園,12.47,25
F0179,吹割渓谷,F0132,マックスアウトドアツアーズ水上,22.28,50
F0179,吹割渓谷,F0133,たくみの里 四季の家,27.6,50
F0179,吹割渓谷,F0134,月夜野まるかチェリー園,19.49,35
F0179,吹割渓谷,F0138,かぬ～っこ みなかみカヌー.com,22.55,75
F0179,吹割渓谷,F0141,たくみの里いちごの家,26.62,45
F0179,吹割渓谷,F0142,生ゆば処 町田屋,9.02,20
F0179,吹割渓谷,F0143,フォレスト＆ウォーター みなかみベース,23.19,55
F0179,吹割渓谷,F0144,たくみの里農産物加工の家,26.73,50
F0179,吹割渓谷,F0145,ロックハート城,21.07,45
F0179,吹割渓谷,F0146,水上アウトドアセンター,18.7,70
F0179,吹割渓谷,F0150,月夜野焼 祐太郎窯,20.28,45
F0179,吹割渓谷,F0152,カッパCLUB,21.49,40
F0179,吹割渓谷,F0154,水沼駅温泉センター,23.37,55
F0179,吹割渓谷,F0155,ジャグスポーツ,21.46,50
F0179,吹割渓谷,F0156,菅沼キャンプ村,20.35,50
F0179,吹割渓谷,F0161,赤城山,18.52,55
F0179,吹割渓谷,F0171,白根山,18.45,50
F0179,吹割渓谷,F0172,赤谷湖,28.26,50
F0179,吹割渓谷,F0173,尾瀬沼,25.91,50
F0179,吹割渓谷,F0175,天神平,26.43,70
F0179,吹割渓谷,F0177,諏訪峡,21.86,40
F0179,吹割渓谷,F0178,丸沼,18.38,35
F0179,吹割渓谷,F0180,一ノ倉沢,28.54,65
F0179,吹割渓谷,F0182,武尊山,13.26,95
F0179,吹割渓谷,F0183,至仏山,22.56,45
F0179,吹割渓谷,F0194,永井食堂,21.5,45
F0179,吹割渓谷,F0196,小荒井製菓,22.48,45
F0179,吹割渓谷,F0205,フリアンのみそパン,13.86,30
F0179,吹割渓谷,F0224,角弥そば,22.15,50
F0179,吹割渓谷,F0225,大とろ牛乳,21.81,40
F0179,吹割渓谷,F0226,パノラマアドヴェンチャーズ,21.3,40
F0179,吹割渓谷,F0227,まんてん星の湯,28.41,55
F0179,吹割渓谷,F0229,まんてん星の湯 里山体験,28.41,55
F0179,吹割渓谷,F0230,フィールドアースみなかみ,22.31,45
F0179,吹割渓谷,F0231,TOP水上カンパニー,21.43,55
F0179,吹割渓谷,F0232,土合駅階段,25.78,60
F0179,吹割渓谷,F0233,道の駅 みなかみ水紀行館,22.41,45
F0179,吹割渓谷,F0234,遊神館,29.89,55
F0179,吹割渓谷,F0235,みなかみフルーツランドモギトーレ,24.09,45
F0180,一ノ倉沢,F0113,吹割の滝,28.53,65
F0180,一ノ倉沢,F0126,尾瀬ケ原,27.33,
F0180,一ノ倉沢,F0129,四万川ダム,22.05,105
F0180,一ノ倉沢,F0131,果実の里 原田農園,23.99,45
F0180,一ノ倉沢,F0132,マックスアウトドアツアーズ水上,7.11,20
F0180,一ノ倉沢,F0133,たくみの里 四季の家,17.18,55
F0180,一ノ倉沢,F0134,月夜野まるかチェリー園,19.56,40
F0180,一ノ倉沢,F0138,かぬ～っこ みなかみカヌー.com,12.19,40
F0180,一ノ倉沢,F0140,陣平農園,28.98,70
F0180,一ノ倉沢,F0141,たくみの里いちごの家,17.25,50
F0180,一ノ倉沢,F0142,生ゆば処 町田屋,25.62,50
F0180,一ノ倉沢,F0143,フォレスト＆ウォーター みなかみベース,5.47,15
F0180,一ノ倉沢,F0144,たくみの里農産物加工の家,17.11,55
F0180,一ノ倉沢,F0145,ロックハート城,24.36,55
F0180,一ノ倉沢,F0146,水上アウトドアセンター,12.38,35
F0180,一ノ倉沢,F0150,月夜野焼 祐太郎窯,12.51,30
F0180,一ノ倉沢,F0152,カッパCLUB,11.48,30
F0180,一ノ倉沢,F0153,工房無限大,23.44,90
F0180,一ノ倉沢,F0155,ジャグスポーツ,7.19,20
F0180,一ノ倉沢,F0158,奥四万湖,21.5,100
F0180,一ノ倉沢,F0168,四万川,25.79,80
F0180,一ノ倉沢,F0172,赤谷湖,14.68,50
F0180,一ノ倉沢,F0175,天神平,3.28,20
F0180,一ノ倉沢,F0176,四万湖,27.93,80
F0180,一ノ倉沢,F0177,諏訪峡,10.05,25
F0180,一ノ倉沢,F0179,吹割渓谷,28.54,65
F0180,一ノ倉沢,F0182,武尊山,17.52,65
F0180,一ノ倉沢,F0183,至仏山,21.43,110
F0180,一ノ倉沢,F0184,平標山,11.25,90
F0180,一ノ倉沢,F0185,四万の甌穴群,24.22,85
F0180,一ノ倉沢,F0196,小荒井製菓,9.38,25
F0180,一ノ倉沢,F0201,焼まんじゅう島村,23.46,85
F0180,一ノ倉沢,F0205,フリアンのみそパン,23.88,45
F0180,一ノ倉沢,F0224,角弥そば,6.72,20
F0180,一ノ倉沢,F0225,大とろ牛乳,10.7,30
F0180,一ノ倉沢,F0226,パノラマアドヴェンチャーズ,10.87,30
F0180,一ノ倉沢,F0227,まんてん星の湯,13.97,50
F0180,一ノ倉沢,F0229,まんてん星の湯 里山体験,13.97,50
F0180,一ノ倉沢,F0230,フィールドアースみなかみ,9.19,25
F0180,一ノ倉沢,F0231,TOP水上カンパニー,7.24,20
F0180,一ノ倉沢,F0232,土合駅階段,2.77,10
F0180,一ノ倉沢,F0233,道の駅 みなかみ水紀行館,9.42,25
F0180,一ノ倉沢,F0234,遊神館,19.8,60
F0180,一ノ倉沢,F0235,みなかみフルーツランドモギトーレ,17.95,50
F0181,榛名高原,F0112,榛名神社,2.65,10
F0181,榛名高原,F0116,伊香保おもちゃと人形・自動車博物館,8.27,30
F0181,榛名高原,F0117,大滝乃湯,29.83,65
F0181,榛名高原,F0118,群馬サファリパーク,27.34,70
F0181,榛名高原,F0119,軽井沢おもちゃ王国,29.82,70
F0181,榛名高原,F0123,こんにゃくパーク,25.63,65
F0181,榛名高原,F0124,前橋るなぱあく（前橋市中央児童遊園）,18.67,45
F0181,榛名高原,F0127,碓氷第三橋梁（めがね橋）,20.38,65
F0181,榛名高原,F0128,富岡製糸場,24.07,60
F0181,榛名高原,F0129,四万川ダム,26.45,70
F0181,榛名高原,F0130,水澤観音,6.15,25
F0181,榛名高原,F0131,果実の里 原田農園,27.59,55
F0181,榛名高原,F0133,たくみの里 四季の家,25.13,70
F0181,榛名高原,F0134,月夜野まるかチェリー園,24.88,60
F0181,榛名高原,F0137,希望の丘農園,18.17,50
F0181,榛名高原,F0139,陶芸 榛名の麓,8.48,30
F0181,榛名高原,F0140,陣平農園,14.83,40
F0181,榛名高原,F0141,たくみの里いちごの家,24.95,70
F0181,榛名高原,F0144,たくみの里農産物加工の家,25.09,70
F0181,榛名高原,F0145,ロックハート城,20.34,50
F0181,榛名高原,F0147,くれさかの森陶芸工房,24.3,65
F0181,榛名高原,F0148,からっ風焼 陶仙房,11.41,35
F0181,榛名高原,F0153,工房無限大,25.3,55
F0181,榛名高原,F0158,奥四万湖,26.88,65
F0181,榛名高原,F0159,榛名山（榛名富士）,0.62,5
F0181,榛名高原,F0161,赤城山,26.92,70
F0181,榛名高原,F0164,榛名湖畔,1.03,10
F0181,榛名高原,F0166,妙義山,22.39,60
F0181,榛名高原,F0167,国指定名勝「吾妻峡」,17.21,35
F0181,榛名高原,F0168,四万川,20.65,45
F0181,榛名高原,F0169,嫗仙の滝,27.64,75
F0181,榛名高原,F0172,赤谷湖,27.85,75
F0181,榛名高原,F0176,四万湖,18.74,45
F0181,榛名高原,F0185,四万の甌穴群,22.79,50
F0181,榛名高原,F0189,水沢うどん 大澤屋（第二店舗）,6.39,25
F0181,榛名高原,F0191,伊香保グリーン牧場,6.76,25
F0181,榛名高原,F0192,元祖 田丸屋,6.31,25
F0181,榛名高原,F0193,登利平 本店,20.85,55
F0181,榛名高原,F0194,永井食堂,17.7,45
F0181,榛名高原,F0195,シャンゴ 問屋町本店,17.78,40
F0181,榛名高原,F0197,清芳亭,5.41,20
F0181,榛名高原,F0198,ガトーフェスタ ハラダ ららん藤岡店,28.18,55
F0181,榛名高原,F0200,登利平 南部店,23.19,50
F0181,榛名高原,F0201,焼まんじゅう島村,25.28,55
F0181,榛名高原,F0202,浅間酒造観光センター,22.73,45
F0181,榛名高原,F0203,おぎのや ドライブイン横川,19.59,55
F0181,榛名高原,F0204,ドンレミーアウトレット 高崎店,20.43,50
F0181,榛名高原,F0205,フリアンのみそパン,26.35,55
F0181,榛名高原,F0207,コストコ 前橋倉庫店,24.79,55
F0181,榛名高原,F0209,登利平高崎モントレー店,20.45,50
F0181,榛名高原,F0210,高崎弁当,23.17,55
F0181,榛名高原,F0212,ららん藤岡,28.18,55
F0181,榛名高原,F0214,だるま大使,15.5,40
F0181,榛名高原,F0227,まんてん星の湯,28.63,75
F0181,榛名高原,F0229,まんてん星の湯 里山体験,28.63,75
F0181,榛名高原,F0234,遊神館,22.96,65
F0181,榛名高原,F0235,みなかみフルーツランドモギトーレ,24.44,70
F0181,榛名高原,F0309,伊香保ロープウェイ,4.73,20
F0181,榛名高原,F0311,軽井沢 川上庵,25.27,85
F0182,武尊山,F0113,吹割の滝,13.25,95
F0182,武尊山,F0126,尾瀬ケ原,16.75,
F0182,武尊山,F0131,果実の里 原田農園,16.86,75
F0182,武尊山,F0132,マックスアウトドアツアーズ水上,13.31,50
F0182,武尊山,F0133,たくみの里 四季の家,24.15,85
F0182,武尊山,F0134,月夜野まるかチェリー園,19.15,70
F0182,武尊山,F0138,かぬ～っこ みなかみカヌー.com,9.3,45
F0182,武尊山,F0141,たくみの里いちごの家,23.44,85
F0182,武尊山,F0142,生ゆば処 町田屋,15.74,80
F0182,武尊山,F0143,フォレスト＆ウォーター みなかみベース,13.06,50
F0182,武尊山,F0144,たくみの里農産物加工の家,23.46,85
F0182,武尊山,F0145,ロックハート城,23.26,85
F0182,武尊山,F0146,水上アウトドアセンター,5.74,30
F0182,武尊山,F0150,月夜野焼 祐太郎窯,15.08,60
F0182,武尊山,F0152,カッパCLUB,15.67,60
F0182,武尊山,F0155,ジャグスポーツ,11.66,45
F0182,武尊山,F0156,菅沼キャンプ村,22.02,145
F0182,武尊山,F0161,赤城山,29.77,115
F0182,武尊山,F0171,白根山,21.67,145
F0182,武尊山,F0172,赤谷湖,23.42,80
F0182,武尊山,F0173,尾瀬沼,19.93,145
F0182,武尊山,F0175,天神平,16.48,70
F0182,武尊山,F0177,諏訪峡,15.09,60
F0182,武尊山,F0178,丸沼,18.93,130
F0182,武尊山,F0179,吹割渓谷,13.26,95
F0182,武尊山,F0180,一ノ倉沢,17.52,65
F0182,武尊山,F0183,至仏山,11.47,140
F0182,武尊山,F0184,平標山,27.7,120
F0182,武尊山,F0194,永井食堂,28.03,90
F0182,武尊山,F0196,小荒井製菓,15.36,55
F0182,武尊山,F0205,フリアンのみそパン,17.79,75
F0182,武尊山,F0224,角弥そば,12.58,50
F0182,武尊山,F0225,大とろ牛乳,15.49,60
F0182,武尊山,F0226,パノラマアドヴェンチャーズ,15.03,60
F0182,武尊山,F0227,まんてん星の湯,23.21,80
F0182,武尊山,F0229,まんてん星の湯 里山体験,23.21,80
F0182,武尊山,F0230,フィールドアースみなかみ,15.04,60
F0182,武尊山,F0231,TOP水上カンパニー,11.66,50
F0182,武尊山,F0232,土合駅階段,15.03,55
F0182,武尊山,F0233,道の駅 みなかみ水紀行館,15.31,55
F0182,武尊山,F0234,遊神館,27.09,90
F0182,武尊山,F0235,みなかみフルーツランドモギトーレ,21.86,80
F0183,至仏山,F0113,吹割の滝,22.56,45
F0183,至仏山,F0126,尾瀬ケ原,6.12,
F0183,至仏山,F0131,果実の里 原田農園,28.33,70
F0183,至仏山,F0132,マックスアウトドアツアーズ水上,20.88,95
F0183,至仏山,F0138,かぬ～っこ みなかみカヌー.com,9.25,120
F0183,至仏山,F0142,生ゆば処 町田屋,27.02,60
F0183,至仏山,F0143,フォレスト＆ウォーター みなかみベース,19.48,95
F0183,至仏山,F0146,水上アウトドアセンター,11.03,115
F0183,至仏山,F0150,月夜野焼 祐太郎窯,24.76,90
F0183,至仏山,F0152,カッパCLUB,24.94,85
F0183,至仏山,F0155,ジャグスポーツ,18.91,95
F0183,至仏山,F0156,菅沼キャンプ村,20.37,70
F0183,至仏山,F0171,白根山,21.45,70
F0183,至仏山,F0173,尾瀬沼,11.66,45
F0183,至仏山,F0175,天神平,22.16,115
F0183,至仏山,F0177,諏訪峡,23.91,85
F0183,至仏山,F0178,丸沼,17.41,55
F0183,至仏山,F0179,吹割渓谷,22.56,45
F0183,至仏山,F0180,一ノ倉沢,21.43,110
F0183,至仏山,F0182,武尊山,11.47,140
F0183,至仏山,F0196,小荒井製菓,23.9,85
F0183,至仏山,F0205,フリアンのみそパン,29.26,70
F0183,至仏山,F0224,角弥そば,19.79,95
F0183,至仏山,F0225,大とろ牛乳,24.5,85
F0183,至仏山,F0226,パノラマアドヴェンチャーズ,24.16,85
F0183,至仏山,F0230,フィールドアースみなかみ,23.53,90
F0183,至仏山,F0231,TOP水上カンパニー,18.95,95
F0183,至仏山,F0232,土合駅階段,20.02,100
F0183,至仏山,F0233,道の駅 みなかみ水紀行館,23.87,85
F0184,平標山,F0114,西の河原露天風呂,29.94,130
F0184,平標山,F0115,西の河原公園,29.87,130
F0184,平標山,F0117,大滝乃湯,29.25,130
F0184,平標山,F0129,四万川ダム,13.95,110
F0184,平標山,F0131,果実の里 原田農園,28.74,70
F0184,平標山,F0132,マックスアウトドアツアーズ水上,14.71,70
F0184,平標山,F0133,たくみの里 四季の家,15.06,50
F0184,平標山,F0134,月夜野まるかチェリー園,21.87,60
F0184,平標山,F0138,かぬ～っこ みなかみカヌー.com,23.44,100
F0184,平標山,F0140,陣平農園,24.17,80
F0184,平標山,F0141,たくみの里いちごの家,15.76,50
F0184,平標山,F0143,フォレスト＆ウォーター みなかみベース,14.64,75
F0184,平標山,F0144,たくみの里農産物加工の家,15.57,50
F0184,平標山,F0145,ロックハート城,25.52,75
F0184,平標山,F0146,水上アウトドアセンター,23.2,95
F0184,平標山,F0147,くれさかの森陶芸工房,28.82,120
F0184,平標山,F0150,月夜野焼 祐太郎窯,16.9,70
F0184,平標山,F0152,カッパCLUB,15.59,65
F0184,平標山,F0153,工房無限大,15.43,90
F0184,平標山,F0155,ジャグスポーツ,16.1,75
F0184,平標山,F0157,草津温泉らくご,29.58,130
F0184,平標山,F0158,奥四万湖,13.38,105
F0184,平標山,F0160,チャツボミゴケ公園,27.16,155
F0184,平標山,F0163,野反湖,19.87,155
F0184,平標山,F0167,国指定名勝「吾妻峡」,29.8,105
F0184,平標山,F0168,四万川,19.21,85
F0184,平標山,F0169,嫗仙の滝,29.64,145
F0184,平標山,F0172,赤谷湖,12.35,45
F0184,平標山,F0175,天神平,11.24,95
F0184,平標山,F0176,四万湖,21.46,90
F0184,平標山,F0177,諏訪峡,14.91,65
F0184,平標山,F0180,一ノ倉沢,11.25,90
F0184,平標山,F0182,武尊山,27.7,120
F0184,平標山,F0185,四万の甌穴群,17.17,85
F0184,平標山,F0187,本家ちちや,29.59,130
F0184,平標山,F0190,松むら饅頭,29.57,135
F0184,平標山,F0196,小荒井製菓,14.24,70
F0184,平標山,F0201,焼まんじゅう島村,15.45,90
F0184,平標山,F0205,フリアンのみそパン,28.11,70
F0184,平標山,F0217,御座之湯,29.63,130
F0184,平標山,F0220,草津温泉プリン,29.57,135
F0184,平標山,F0221,ティールーム ゆきうさぎ,29.59,130
F0184,平標山,F0222,お食事処・暖,29.56,135
F0184,平標山,F0224,角弥そば,15.21,75
F0184,平標山,F0225,大とろ牛乳,15.1,65
F0184,平標山,F0226,パノラマアドヴェンチャーズ,15.57,65
F0184,平標山,F0227,まんてん星の湯,11.63,45
F0184,平標山,F0229,まんてん星の湯 里山体験,11.63,45
F0184,平標山,F0230,フィールドアースみなかみ,14.37,70
F0184,平標山,F0231,TOP水上カンパニー,16.11,75
F0184,平標山,F0232,土合駅階段,13,80
F0184,平標山,F0233,道の駅 みなかみ水紀行館,14.31,70
F0184,平標山,F0234,遊神館,16.22,60
F0184,平標山,F0235,みなかみフルーツランドモギトーレ,17.97,55
F0184,平標山,F0315,草津湯畑（夜）,29.54,130
F0185,四万の甌穴群,F0112,榛名神社,23.56,50
F0185,四万の甌穴群,F0114,西の河原露天風呂,18.85,60
F0185,四万の甌穴群,F0115,西の河原公園,18.74,60
F0185,四万の甌穴群,F0116,伊香保おもちゃと人形・自動車博物館,27.34,50
F0185,四万の甌穴群,F0117,大滝乃湯,17.75,60
F0185,四万の甌穴群,F0125,草津白根山,23.6,105
F0185,四万の甌穴群,F0129,四万川ダム,3.66,25
F0185,四万の甌穴群,F0130,水澤観音,24.71,50
F0185,四万の甌穴群,F0131,果実の里 原田農園,25.35,55
F0185,四万の甌穴群,F0132,マックスアウトドアツアーズ水上,22.1,65
F0185,四万の甌穴群,F0133,たくみの里 四季の家,9.95,40
F0185,四万の甌穴群,F0134,月夜野まるかチェリー園,17.69,45
F0185,四万の甌穴群,F0139,陶芸 榛名の麓,27.21,50
F0185,四万の甌穴群,F0140,陣平農園,8.12,20
F0185,四万の甌穴群,F0141,たくみの里いちごの家,10.8,40
F0185,四万の甌穴群,F0142,生ゆば処 町田屋,28.95,60
F0185,四万の甌穴群,F0143,フォレスト＆ウォーター みなかみベース,23.72,70
F0185,四万の甌穴群,F0144,たくみの里農産物加工の家,10.74,40
F0185,四万の甌穴群,F0145,ロックハート城,17.8,40
F0185,四万の甌穴群,F0147,くれさかの森陶芸工房,14.61,45
F0185,四万の甌穴群,F0148,からっ風焼 陶仙房,29.87,55
F0185,四万の甌穴群,F0150,月夜野焼 祐太郎窯,18.95,55
F0185,四万の甌穴群,F0152,カッパCLUB,18.37,60
F0185,四万の甌穴群,F0153,工房無限大,2.6,5
F0185,四万の甌穴群,F0155,ジャグスポーツ,24.06,70
F0185,四万の甌穴群,F0157,草津温泉らくご,18.21,60
F0185,四万の甌穴群,F0158,奥四万湖,4.11,20
F0185,四万の甌穴群,F0159,榛名山（榛名富士）,22.26,45
F0185,四万の甌穴群,F0160,チャツボミゴケ公園,17.56,75
F0185,四万の甌穴群,F0163,野反湖,13.93,80
F0185,四万の甌穴群,F0164,榛名湖畔,22,45
F0185,四万の甌穴群,F0167,国指定名勝「吾妻峡」,13.12,35
F0185,四万の甌穴群,F0168,四万川,2.16,5
F0185,四万の甌穴群,F0169,嫗仙の滝,16.92,75
F0185,四万の甌穴群,F0172,赤谷湖,10.76,45
F0185,四万の甌穴群,F0175,天神平,21.89,85
F0185,四万の甌穴群,F0176,四万湖,4.34,10
F0185,四万の甌穴群,F0177,諏訪峡,19.16,60
F0185,四万の甌穴群,F0180,一ノ倉沢,24.22,80
F0185,四万の甌穴群,F0181,榛名高原,22.79,50
F0185,四万の甌穴群,F0184,平標山,17.17,85
F0185,四万の甌穴群,F0186,弓池,23.5,100
F0185,四万の甌穴群,F0187,本家ちちや,18.15,60
F0185,四万の甌穴群,F0189,水沢うどん 大澤屋（第二店舗）,24.83,50
F0185,四万の甌穴群,F0190,松むら饅頭,18.27,60
F0185,四万の甌穴群,F0191,伊香保グリーン牧場,22.93,45
F0185,四万の甌穴群,F0192,元祖 田丸屋,24.78,50
F0185,四万の甌穴群,F0194,永井食堂,24.45,50
F0185,四万の甌穴群,F0196,小荒井製菓,19.1,60
F0185,四万の甌穴群,F0197,清芳亭,21.9,45
F0185,四万の甌穴群,F0201,焼まんじゅう島村,2.59,5
F0185,四万の甌穴群,F0202,浅間酒造観光センター,18.78,45
F0185,四万の甌穴群,F0205,フリアンのみそパン,24.11,55
F0185,四万の甌穴群,F0216,道の駅 草津運動茶屋公園,18.97,60
F0185,四万の甌穴群,F0217,御座之湯,18.25,60
F0185,四万の甌穴群,F0220,草津温泉プリン,18.24,60
F0185,四万の甌穴群,F0221,ティールーム ゆきうさぎ,18.14,60
F0185,四万の甌穴群,F0222,お食事処・暖,18.16,60
F0185,四万の甌穴群,F0224,角弥そば,23.22,70
F0185,四万の甌穴群,F0225,大とろ牛乳,18.66,55
F0185,四万の甌穴群,F0226,パノラマアドヴェンチャーズ,19.07,60
